A-05-09-4;2;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000001488
A-05-09-5;6;M-09-02-2;
A-05-09-6;2;B-05-05-9;
A-05-09-7;70;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000132
A-05-09-8;1;B-03-08-3;
A-05-09-9;10;I-09-06-4;
A-05-10-1;11;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000002012
A-05-10-4;4;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000001488
A-05-10-5;4;M-11-04-3;
A-05-10-6;1;B-03-02-3;
A-05-10-7;9;L-14-08-7;
A-05-10-9;3;N-01-01-4;
A-05-11-1;10;E-07-05-4;
A-05-11-2;1;E-04-06-3;
A-05-11-3;1;B-16-01-6;
A-05-11-4;2;B-16-01-7;
A-05-11-6;2;B-16-01-8;
A-05-11-8;3;K-02-03-6;
A-05-11-9;1;G-10-09-9;
A-06-01-1;2;S-09-10-9;
A-06-01-2;70;J-03-03-4;
A-06-01-2;9;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000994
A-06-01-3;4;J-14-08-3;
A-06-01-4;21;I-04-04-1;
A-06-01-5;24;L-10-08-2;
A-06-01-6;1;L-03-01-5;
A-06-01-7;10;B-05-03-6;
A-06-01-8;2;B-06-07-6;
A-06-01-9;2;S-04-04-4;
A-06-02-1;1;J-07-08-9;
A-06-02-2;6;H-03-01-5;
A-06-02-2;4;H-03-01-5;
A-06-02-3;5;J-09-09-1;
A-06-02-4;1;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000694
A-06-02-5;1;B-03-06-5;
A-06-02-6;7;J-10-09-3;
A-06-02-7;19;G-09-09-6;
A-06-02-8;8;L-02-02-9;
A-06-02-9;6;H-05-08-3;
A-06-03-2;4;I-07-07-6;
A-06-03-3;2;L-11-02-9;
A-06-03-4;3;K-06-05-4;
A-06-03-5;104;M-05-06-2;
A-06-03-6;6;J-02-04-5;
A-06-03-7;5;I-10-07-7;
A-06-03-8;19;L-05-06-7;
A-06-03-9;16;E-01-03-2;
A-06-04-1;3;L-12-05-6;
A-06-04-2;1;L-03-02-4;
A-06-04-3;13;G-02-03-4;
A-06-04-4;4;L-07-01-1;
A-06-04-4;2;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000001242
A-06-04-5;5;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000001242
A-06-04-6;1;H-13-02-9;
A-06-04-6;69;H-13-02-9;
A-06-04-6;31;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000817
A-06-04-7;70;I-11-04-3;
A-06-04-7;23;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000940
A-06-04-8;39;POUMON_DELTA_DEMENAGEMENT;Conteneur_000000000000000817
A-06-04-9;5;G-05-02-4;
A-06-05-1;6;K-01-08-9;
A-06-05-2;4;K-13-04-5;
A-06-05-3;1;L-08-03-7;
A-06-05-4;1;B-16-09-3;
A-06-05-5;8;L-02-01-3;
